Date,Product,Region,Units_Sold,Revenue,Profit
2025-05-06,Plywood Premium,West,57,74780,18312
2026-12-31,Veneer Sheet,West,25,36635,6963
2026-10-24,Laminate Classic,South,26,29448,5728
2026-07-18,MDF Board,East,24,46210,12172
2026-10-26,Plywood Premium,North,22,50170,15871
2026-11-17,Laminate Classic,South,23,36699,8100
2026-10-20,Veneer Sheet,North,25,49495,10520
2025-01-24,Plywood Premium,North,32,59343,13494
2025-11-24,MDF Board,South,44,59518,13397
2025-05-24,Laminate Classic,East,25,36736,5667
2025-07-22,Plywood Premium,North,18,45337,12789
2025-08-27,MDF Board,South,50,63499,15961
2025-03-08,Laminate Classic,East,25,29918,7252
2025-05-31,Laminate Classic,South,16,29407,8040
2026-02-19,Plywood Premium,West,31,95824,15299
2025-01-13,Veneer Sheet,North,24,45314,6988
2026-04-02,Laminate Classic,East,14,27526,6760
2025-04-24,Plywood Premium,West,47,72162,25140
2026-10-19,MDF Board,East,39,56390,14044
2025-10-05,MDF Board,South,46,51714,14012
2025-02-01,Plywood Premium,West,34,73638,22833
2026-05-26,Laminate Classic,East,27,36406,9188
2025-10-19,Veneer Sheet,North,25,32158,10041
2026-06-18,Laminate Classic,South,29,39068,5975
2025-07-23,Plywood Premium,West,45,75731,21392
2027-01-09,MDF Board,South,33,72814,12548
2025-09-25,MDF Board,South,46,55999,11820
2026-02-13,Plywood Premium,North,36,63397,17071
2025-12-28,MDF Board,East,35,49108,12089
2025-03-14,Plywood Premium,North,22,59899,16185
2026-07-03,MDF Board,East,31,62007,10486
2026-12-28,Veneer Sheet,West,32,31696,7652
2026-11-22,Plywood Premium,West,43,82375,27248
2025-12-14,MDF Board,South,33,55203,8472
2026-03-25,Veneer Sheet,West,22,33056,6562
2025-08-06,Plywood Premium,West,44,86350,25556
2026-10-06,MDF Board,East,40,51040,10019
2026-07-19,Laminate Classic,East,18,30210,9444
2026-11-22,Veneer Sheet,North,32,38794,9434
2025-08-29,Plywood Premium,West,39,121839,29531
2025-10-31,Plywood Premium,North,30,80477,16086
2026-05-30,MDF Board,East,39,60943,12929
2026-01-15,Plywood Premium,North,32,41161,9846
2025-09-22,Veneer Sheet,North,16,39504,8819
2026-02-22,Veneer Sheet,North,26,36337,6858
2026-12-11,Veneer Sheet,North,17,41987,6496
2026-06-11,MDF Board,South,26,56077,10554
2025-02-23,Plywood Premium,West,56,122072,18155
2025-05-21,Laminate Classic,East,24,37069,5619
2026-11-21,Laminate Classic,South,15,36561,8023
2025-11-11,Laminate Classic,East,23,38408,7747
2025-12-07,Laminate Classic,South,25,31245,8677
2025-07-29,MDF Board,South,47,59106,12454
2025-06-30,Veneer Sheet,North,29,37514,7807
2026-02-09,MDF Board,South,48,63311,8823
2025-09-06,Veneer Sheet,North,35,46626,7244
2025-04-05,Laminate Classic,South,15,39262,8148
2026-01-06,MDF Board,East,49,50757,10597
2026-05-28,Plywood Premium,West,50,108908,17803
2025-04-24,Plywood Premium,North,24,58146,15384
2025-01-18,Plywood Premium,West,48,100385,16456
2025-03-31,Laminate Classic,South,16,29086,5122
2026-01-15,Plywood Premium,North,33,71152,13435
2025-09-10,Veneer Sheet,West,21,39513,8754
2025-08-23,Veneer Sheet,West,30,32305,10980
2026-06-18,Laminate Classic,South,25,31190,8065
2026-04-12,Laminate Classic,East,27,33866,8613
2026-03-03,MDF Board,South,30,47373,14311
2026-01-15,Plywood Premium,North,27,60876,18119
2026-12-13,MDF Board,East,29,53969,12291
2026-12-28,Laminate Classic,South,20,29542,5033
2026-04-20,Laminate Classic,East,15,31777,5979
2026-10-01,Plywood Premium,North,30,72230,15724
2025-05-28,Plywood Premium,North,28,57390,17505
2026-08-12,Veneer Sheet,West,20,30878,7858
2026-06-14,Veneer Sheet,West,33,40343,6694
2026-03-14,Plywood Premium,West,43,102084,25886
2025-12-17,Laminate Classic,South,14,25321,8605
2026-09-22,Laminate Classic,East,28,31059,6884
2027-01-07,Plywood Premium,West,44,90163,16718
2026-09-08,Plywood Premium,North,25,62238,15376
2025-11-30,Plywood Premium,North,32,63063,13157
2026-03-11,Plywood Premium,North,38,47877,14359
2025-06-11,Plywood Premium,West,51,78714,23819
2027-01-09,MDF Board,South,49,54975,10353
2025-05-20,Laminate Classic,South,26,27919,5470
2025-08-30,Plywood Premium,North,29,58653,16797
2025-03-31,Plywood Premium,West,48,89434,24064
2026-03-18,MDF Board,East,40,45409,11220
2026-04-29,Laminate Classic,South,18,26978,6772
2025-04-26,Laminate Classic,South,18,24052,6595
2025-06-28,Plywood Premium,North,23,46734,12268
2025-12-21,Laminate Classic,South,19,38347,7112
2025-06-15,Veneer Sheet,North,35,33639,7002
2026-10-12,MDF Board,East,39,52227,10754
2026-02-16,Plywood Premium,North,22,52959,12741
2026-08-23,Plywood Premium,North,22,57504,18553
2025-10-22,Laminate Classic,East,16,32642,6068
2026-09-16,Laminate Classic,South,25,31810,6887
2026-03-12,Plywood Premium,West,60,112311,21371
2026-09-25,Laminate Classic,East,26,30834,6747
2025-04-19,MDF Board,South,31,55316,14781
2026-03-19,Veneer Sheet,North,28,43872,7848
2026-04-19,Veneer Sheet,West,25,36166,7322
2025-09-05,Veneer Sheet,North,25,46583,7449
2025-10-09,Veneer Sheet,West,27,30076,6236
2026-05-22,MDF Board,East,26,47877,11617
2025-03-14,Plywood Premium,North,22,60570,10172
2026-11-15,Plywood Premium,North,34,45805,9626
2025-10-31,Laminate Classic,East,19,29542,7074
2026-03-20,Plywood Premium,North,39,46003,13782
2026-07-22,MDF Board,South,38,58845,15842
2025-06-08,Veneer Sheet,West,22,38727,6001
2025-07-24,Plywood Premium,North,20,57784,10592
2026-02-04,Laminate Classic,South,18,37887,6612
2026-06-21,Laminate Classic,East,26,44460,8609
2026-09-17,Veneer Sheet,West,22,39466,7577
2026-03-22,Plywood Premium,North,34,51403,13343
2026-05-16,MDF Board,South,27,47872,13988
2026-03-29,Laminate Classic,South,20,28627,5507
2026-04-12,Veneer Sheet,North,30,48203,8639
2026-01-22,Laminate Classic,South,25,21932,5090
2025-03-16,Plywood Premium,West,36,113522,26985
2026-12-20,Veneer Sheet,North,18,40989,6973
2026-07-31,MDF Board,East,33,44027,8935
2026-03-12,MDF Board,South,46,66062,9614
2025-09-26,Laminate Classic,South,23,25600,7862
2025-06-19,Plywood Premium,North,21,71023,11467
2026-05-20,Veneer Sheet,North,34,44329,6655
2025-05-01,Veneer Sheet,North,27,43464,7813
2026-05-28,Plywood Premium,North,26,67728,18501
2026-01-29,Veneer Sheet,West,19,45925,6441
2026-12-28,Plywood Premium,West,61,88225,32101
2026-09-29,Laminate Classic,East,21,36058,8894
2025-08-12,Veneer Sheet,North,22,41815,9116
2025-10-23,MDF Board,South,47,73229,12705
2026-02-11,Plywood Premium,West,54,70018,16924
2026-08-18,Plywood Premium,West,30,72547,25049
2026-03-18,Plywood Premium,West,40,64790,23531
2025-05-04,Plywood Premium,West,32,102565,21869
2026-08-29,Laminate Classic,East,26,38469,7307
2025-03-10,Laminate Classic,South,22,31643,5099
2026-01-12,Veneer Sheet,West,26,34339,6420
2026-05-15,Laminate Classic,South,27,28808,5116
2026-12-05,MDF Board,East,24,45073,9696
2025-10-14,MDF Board,South,43,71778,12699
2025-07-08,Plywood Premium,West,33,97940,18083
2026-05-23,Laminate Classic,East,17,40650,8295
2025-04-17,Veneer Sheet,West,23,44006,10452
2026-11-14,Plywood Premium,North,25,41329,9911
2026-04-29,MDF Board,East,29,44569,11295
2026-03-20,Plywood Premium,West,55,88585,15968
2026-05-12,MDF Board,South,46,49445,10349
2025-03-25,Plywood Premium,West,41,88665,23934
2025-07-25,MDF Board,South,39,50784,9406
2025-12-16,Plywood Premium,North,22,56992,18162
2025-02-08,Laminate Classic,South,17,37531,7368
2026-10-22,Laminate Classic,South,19,28356,6316
2026-11-12,Veneer Sheet,North,22,37282,10305
2026-05-15,MDF Board,South,48,67729,12629
2026-01-05,Laminate Classic,South,20,30589,6386
2025-02-23,Veneer Sheet,North,29,35594,11350
2026-08-06,Laminate Classic,South,20,30614,5940
2025-03-22,Laminate Classic,East,15,36272,7035
2026-02-15,Veneer Sheet,West,32,35256,7798
2026-09-09,Veneer Sheet,North,26,43050,9457
2026-10-18,Veneer Sheet,North,38,39518,8287
2026-03-25,Laminate Classic,East,19,25098,6752
2026-06-23,MDF Board,South,43,52300,16007
2026-06-02,Veneer Sheet,North,33,50076,6738
2026-05-14,MDF Board,South,47,45354,14204
2026-02-17,MDF Board,South,51,64687,10167
2026-11-28,Plywood Premium,West,50,80866,20008
2026-07-31,Laminate Classic,South,20,26366,6648
2025-08-26,MDF Board,East,45,48721,12388
2026-11-08,MDF Board,East,33,52027,10636
2026-02-18,MDF Board,South,33,43250,12671
2026-01-16,Plywood Premium,North,39,64951,11660
2025-11-23,Plywood Premium,West,34,72572,19531
2026-01-10,Veneer Sheet,North,37,48670,7896
2026-10-28,Veneer Sheet,West,18,32299,10637
2025-10-16,Plywood Premium,West,43,105321,18419
2026-01-24,Veneer Sheet,West,31,35240,9438
2026-03-17,Plywood Premium,West,57,120230,25002
2026-04-16,Laminate Classic,East,19,24735,6760
2026-08-02,Veneer Sheet,North,32,41885,9160
2026-01-12,Plywood Premium,North,24,52610,13696
2026-12-13,MDF Board,South,45,46289,11899
2025-11-02,Veneer Sheet,North,31,47200,8260
2025-02-02,Plywood Premium,North,23,69091,11164
2025-07-10,Veneer Sheet,North,36,44750,8030
2025-11-11,Veneer Sheet,North,35,50036,6708
2025-10-09,Veneer Sheet,North,34,42814,8823
2025-11-22,MDF Board,South,31,56410,11683
2026-03-18,Veneer Sheet,West,28,31120,10325
2025-07-01,Plywood Premium,West,45,84675,18103
2025-06-01,Laminate Classic,East,14,29998,8720
2025-03-04,Laminate Classic,South,22,25309,6810
2025-06-28,Laminate Classic,South,25,28756,8469
2025-09-15,MDF Board,South,29,54505,9157
2026-01-23,Laminate Classic,East,26,33726,5891
2026-09-28,Veneer Sheet,West,18,39797,10576
2026-09-08,Veneer Sheet,North,33,39068,9694
2025-09-24,MDF Board,East,47,54830,9194
2025-12-17,Plywood Premium,West,54,67951,23212
2026-01-03,Plywood Premium,West,37,90378,16696
2026-12-22,Plywood Premium,West,39,117271,20613
2025-02-02,Laminate Classic,South,20,34425,6746
2025-07-31,Veneer Sheet,West,28,37850,6471
2026-08-30,Plywood Premium,West,48,115098,19219
2026-04-10,Laminate Classic,South,18,32387,5043
2026-08-27,Laminate Classic,East,24,35970,6811
2026-10-29,Laminate Classic,South,24,22872,4719
2026-07-15,Veneer Sheet,West,19,37697,8542
2026-01-26,Plywood Premium,West,28,83471,17339
2026-08-31,Veneer Sheet,West,28,45711,11142
2025-06-13,Plywood Premium,West,41,96770,24515
2026-06-01,MDF Board,East,23,44595,13454
2026-11-13,Plywood Premium,North,24,56098,13942
2025-05-21,MDF Board,East,24,46010,11308
2025-05-12,Laminate Classic,East,22,34655,7531
2026-03-10,Laminate Classic,East,22,32266,6724
2025-10-01,MDF Board,South,32,58273,15396
2026-03-03,Laminate Classic,South,13,26579,8081
2026-01-25,Plywood Premium,West,36,86415,27266
2025-12-15,Laminate Classic,East,16,39908,6074
2026-03-02,Plywood Premium,West,39,89380,21256
2025-08-06,MDF Board,South,38,64497,8766
2025-02-01,Laminate Classic,East,18,30910,6405
2026-06-30,MDF Board,South,47,53592,10019
2025-07-24,Veneer Sheet,North,28,35295,7138
2026-10-17,Laminate Classic,South,27,35342,6895
2026-04-26,Veneer Sheet,West,31,39274,8961
2026-02-18,MDF Board,South,46,43192,11967
2025-04-21,Veneer Sheet,West,28,37659,6536
2026-02-14,MDF Board,East,41,60552,14238
2026-02-05,Laminate Classic,South,22,33392,5278
2025-06-25,Plywood Premium,West,45,111058,28858
2025-11-13,Veneer Sheet,North,21,36575,7570
2025-03-10,MDF Board,East,30,54743,10337
2025-06-17,Laminate Classic,South,20,34758,8257
2026-07-31,MDF Board,East,26,58173,9071
2027-01-04,Veneer Sheet,North,30,36166,10224
2026-09-12,Plywood Premium,North,33,57257,12687
2026-08-07,Laminate Classic,South,23,28037,7093
2025-04-05,MDF Board,East,35,42456,12272
2026-08-12,MDF Board,South,49,56324,15608
2025-09-24,Plywood Premium,West,54,79685,21440
2026-03-31,MDF Board,East,38,47920,8559
2025-02-04,MDF Board,East,37,50699,13171
2025-03-30,Veneer Sheet,North,19,44858,7675
2026-01-26,MDF Board,South,31,52973,14723
2026-08-09,MDF Board,East,25,52478,11866
2025-06-16,Plywood Premium,North,36,46561,17145
2025-12-25,Laminate Classic,East,17,26957,5841
2025-05-12,Plywood Premium,West,46,90701,27155
2026-08-14,Laminate Classic,South,17,26504,8695
2026-08-31,Veneer Sheet,West,32,45923,6861
2026-12-11,MDF Board,South,31,58329,15331
2026-11-23,Veneer Sheet,North,31,50583,7575
2026-02-23,Laminate Classic,South,16,33858,7964
2026-01-24,Veneer Sheet,West,36,45397,9250
2026-08-23,Laminate Classic,South,26,25353,5530
2025-11-11,MDF Board,East,48,68714,11083
2026-03-14,Laminate Classic,East,24,41965,7759
2025-11-06,MDF Board,East,26,43548,12955
2025-07-12,Plywood Premium,West,49,88894,20493
2026-09-13,Veneer Sheet,North,39,38773,9758
2026-06-01,Plywood Premium,West,40,88516,18418
2026-11-21,Plywood Premium,North,32,67833,15057
2025-01-13,Plywood Premium,North,35,57687,13573
2026-08-02,Veneer Sheet,North,29,50026,9140
2025-07-31,Veneer Sheet,North,33,40798,9065
2025-08-09,Laminate Classic,South,23,23969,4711
2025-01-25,Veneer Sheet,West,23,33798,6759
2025-10-27,MDF Board,East,44,50355,12042
2025-10-12,Veneer Sheet,North,25,36614,7324
2026-04-30,Plywood Premium,North,38,60515,17149
2026-09-23,Plywood Premium,West,30,96896,17631
2026-03-08,Plywood Premium,West,54,117201,26149
2026-11-08,Laminate Classic,East,16,41190,8399
2026-10-04,MDF Board,East,33,49432,11239
2026-03-04,Laminate Classic,South,22,32798,7766
2026-11-21,Laminate Classic,East,21,38287,8171
2025-12-06,Laminate Classic,East,23,37250,5222
2025-08-16,MDF Board,South,27,61659,12398
2025-06-11,Laminate Classic,East,26,30123,6015
2026-01-02,MDF Board,East,35,43746,9244
2025-04-04,Veneer Sheet,North,20,39392,10089
2026-08-22,Plywood Premium,West,55,68785,25387
2026-12-28,Laminate Classic,South,19,29232,5361
2026-10-19,MDF Board,South,46,68693,15667
2025-01-26,Laminate Classic,South,22,29890,7905
2026-11-18,Plywood Premium,West,53,91397,24918
2027-01-17,Laminate Classic,East,25,41889,8889
2026-12-06,Laminate Classic,East,21,41021,5283
2026-05-01,Laminate Classic,South,24,40881,8838
2026-07-02,MDF Board,South,25,49357,10723
2026-01-27,MDF Board,South,40,46507,13113
2026-08-13,MDF Board,East,31,49022,12724
2026-06-13,MDF Board,East,30,59508,12475
2026-06-27,Laminate Classic,East,20,33559,6473
2026-04-10,MDF Board,East,32,56160,12757
2026-10-05,MDF Board,East,46,47480,13186
2025-05-19,Laminate Classic,South,18,22159,7722
2025-03-25,MDF Board,East,40,60571,10659
2026-08-16,Veneer Sheet,West,29,45636,9668
2026-05-29,MDF Board,South,46,58559,14462
2025-04-19,Plywood Premium,North,31,58796,17669
2026-09-26,Veneer Sheet,North,24,42293,12071
2026-11-07,MDF Board,East,43,50224,11522
2025-05-18,Plywood Premium,North,41,48311,14070
2027-01-12,MDF Board,South,51,54473,10742
2025-11-09,Veneer Sheet,North,32,34204,10376
2025-05-24,Plywood Premium,North,20,56794,13523
2025-10-09,Plywood Premium,North,40,64919,18132
2026-07-24,Veneer Sheet,North,28,48555,7372
2026-07-12,Laminate Classic,South,23,28347,7526
2025-10-02,Plywood Premium,West,54,87989,24976
2026-11-25,Laminate Classic,East,19,27062,5634
2026-12-04,Laminate Classic,East,25,35552,6952
2025-06-05,Plywood Premium,North,22,44781,11939
2025-02-28,MDF Board,East,25,51707,14797
2026-02-02,Laminate Classic,East,20,42060,7374
2025-04-25,Laminate Classic,South,22,24619,5392
2025-06-17,Plywood Premium,North,27,61121,14299
2026-03-19,Laminate Classic,South,23,23449,5148
2026-10-07,Plywood Premium,North,22,43419,12800
2025-06-24,MDF Board,South,47,63026,10818
2025-11-18,Plywood Premium,West,41,102067,26843
2026-07-18,MDF Board,East,29,57542,13413
2025-10-27,Plywood Premium,West,65,110158,26945
2025-03-10,Veneer Sheet,West,23,46519,6637
2025-11-04,Veneer Sheet,North,34,45187,9242
2025-11-04,Laminate Classic,South,14,25544,7165
2025-11-21,Veneer Sheet,West,24,29489,9088
2026-07-04,Veneer Sheet,North,21,35607,9166
2026-02-08,MDF Board,East,27,42137,13298
2025-10-16,Veneer Sheet,North,20,35526,6717
2025-12-26,Laminate Classic,East,23,24522,5706
2026-12-29,Plywood Premium,West,33,76580,20804
2026-09-29,Laminate Classic,South,15,32797,7653
2026-06-10,Veneer Sheet,North,16,36479,7795
2026-02-20,Veneer Sheet,North,19,37596,5928
2025-08-15,Plywood Premium,North,19,60478,12875
2026-06-14,Veneer Sheet,West,33,46774,6486
2025-12-17,Veneer Sheet,North,36,46724,8424
2026-03-25,Laminate Classic,East,20,28471,5860
2025-11-19,MDF Board,East,24,48943,10426
2025-11-02,Plywood Premium,North,36,67233,12274
2026-08-22,Laminate Classic,East,15,38116,7580
2025-10-09,MDF Board,South,48,57150,12498
2025-02-24,Plywood Premium,North,29,53021,13277
2025-08-10,Plywood Premium,West,40,93220,20290
2025-09-20,Plywood Premium,West,45,78744,27406
2026-08-18,Veneer Sheet,West,21,46722,10348
2026-07-03,Laminate Classic,East,18,35784,7088
2026-04-10,Plywood Premium,West,49,77816,20864
2025-09-04,MDF Board,South,33,58511,9907
2026-06-23,Laminate Classic,South,18,30904,7665
2026-04-30,Plywood Premium,North,41,71211,16379
2026-12-23,Veneer Sheet,West,23,43188,7601
2025-11-22,Plywood Premium,West,54,95152,26257
2025-04-15,Veneer Sheet,North,18,27501,6930
2025-02-17,Veneer Sheet,North,36,33105,10787
2025-02-24,Plywood Premium,North,31,54435,10268
2025-12-23,MDF Board,East,32,65121,9440
2026-12-17,Veneer Sheet,North,31,34330,6351
2025-12-14,MDF Board,East,32,58999,7925
2026-02-22,Veneer Sheet,North,16,35263,8179
2026-10-02,Veneer Sheet,North,20,40515,7058
2026-02-24,MDF Board,South,43,45829,9603
2025-08-08,Plywood Premium,West,42,68054,28246
2026-03-23,MDF Board,South,44,60266,12040
2025-08-17,MDF Board,East,39,49353,8790
2025-09-01,Veneer Sheet,North,21,39775,5703
2026-01-11,MDF Board,East,37,62066,12292
2025-08-15,Plywood Premium,North,26,64114,14435
2025-12-04,Veneer Sheet,North,27,32413,7785
2025-10-14,Plywood Premium,West,53,75225,21521
2025-10-11,Plywood Premium,North,38,46556,13310
2025-07-17,Plywood Premium,West,52,105879,15756
2025-04-08,Plywood Premium,North,21,71618,12177
2025-07-31,Plywood Premium,North,20,59108,11083
2025-06-07,Veneer Sheet,North,26,34670,5534
2027-01-05,Plywood Premium,West,38,69646,26376
2025-11-30,Laminate Classic,East,29,38640,8234
2025-10-09,MDF Board,East,47,56974,8830
2025-08-13,Veneer Sheet,West,24,39774,8318
2026-03-21,Plywood Premium,North,22,45207,12881
2025-04-18,MDF Board,South,32,70404,14648
2025-11-06,Veneer Sheet,West,18,46350,11398
2026-12-30,Plywood Premium,North,35,62149,12332
2025-05-16,MDF Board,South,37,70959,14555
2025-06-25,Laminate Classic,East,19,26094,8247
2026-08-26,Laminate Classic,East,22,32862,8494
2026-10-13,Laminate Classic,South,24,27244,8216
2025-08-25,MDF Board,South,43,50111,10392
2026-01-29,Laminate Classic,East,26,28382,7763
2026-05-25,Laminate Classic,South,22,22461,7228
2026-02-13,Veneer Sheet,North,25,49944,9005
2026-07-09,MDF Board,East,35,42506,8662
2025-09-28,MDF Board,East,44,57628,10748
2026-11-25,MDF Board,South,38,44259,14667
2026-10-09,Laminate Classic,East,27,34531,8441
2025-06-15,Laminate Classic,South,22,27102,8575
2025-09-02,MDF Board,East,43,53229,9353
2026-06-17,Veneer Sheet,North,26,47888,7868
2026-09-21,Laminate Classic,South,20,32229,6063
2026-03-23,Plywood Premium,North,27,57419,10657
2026-08-10,Laminate Classic,South,25,34407,5613
2025-09-16,MDF Board,South,28,54462,12824
2025-03-09,Plywood Premium,West,31,102486,26135
2026-03-13,Veneer Sheet,North,29,34228,8063
2025-01-22,MDF Board,South,46,63509,11360
2025-03-31,Plywood Premium,West,48,71813,19340
2026-09-06,MDF Board,East,35,50596,10360
2026-09-19,MDF Board,South,36,57920,10079
2026-08-12,Plywood Premium,West,63,88712,19776
2025-04-26,MDF Board,East,40,36791,7587
2026-06-15,Plywood Premium,West,66,112818,26252
2025-02-25,Laminate Classic,East,19,37761,6600
2025-07-04,Plywood Premium,West,36,95247,25417
2025-04-10,Laminate Classic,South,13,22113,5282
2025-06-09,Laminate Classic,East,21,26397,8059
2026-03-29,Plywood Premium,West,40,90846,17022
2025-11-27,MDF Board,South,36,47479,11957
2026-09-23,Veneer Sheet,North,22,37820,5976
2026-12-29,MDF Board,East,43,40005,10236
2025-06-17,Veneer Sheet,North,27,40488,7673
2025-07-20,Plywood Premium,West,50,68166,19594
2026-12-14,Laminate Classic,South,18,33122,6402
